claim_s,fake_flag
RT @USER الفنان الكويتي نبيل شعيل ينصح بخصوص كورونا . LINK,0
RT @USER #تكفون_اقعدوا_في_بيوتكم #كورونا_الجديد  حمى الله وطننا الحبيب والبشرية جمعاء من كل مكروه ووباء LINK,0
#اجلاء_طلبة_بريطانيا هاشتاق تم تداوله للمناشدة بإجلاء الطلبة السعوديين في بريطانيا بعد تفشي فايروس #كورونا في الدولة وأيضاً بعد رفض استقبال مرضى الكورونا في بريطانيا وبنفس الوقت رفضهم إيقاف التعليم حتى يعود المغتربين @USER LINK,0
بعد أن تم حصد قوات النظام في ريف إدلب فيروس كورونا سيحصد قوات النظام والمليشيات الإيرانية التي جلبت معهم الفايروس من إيران وأبناء عن إصابات في صفوف الموالين لنظام الأسد وتكتم إعلامي عن حجم الاصابات في مشفى المجتهد والمزة العسكري. LINK,1
في أوقات المطر والدحض، يقول المؤذن: صلوا في رحالكم، صلوا في بيوتكم، أو بعد الأذان: صلوا في بيوتكم، إذا كان في مشقة على الناس من جهة المطر أو الزلق لتجنيب المسلمين المشقة. فالأمر راجع لولاة الأمر في تعليق الصلاة في المساجد لتجنيب المسلمين من خطر وباء #كورونا و الحد من إنتشاره .,0
اللهم إن هذا المرض هو جند من جنودك تصيبُ به من تشاء وتصرفهُ عن من تشاء ، اللهم اصرفه عن بيوتناً وعن بلاد المسلمين وقنا شر الداء والبلاء بلطفك يا لطيف إنك على كل شي قدير #كورونا,0
RT @USER #فيروس_كورونا .. #قطر تغلق قسماً من المنطقة الصناعية لـ14 يوماً LINK #العربية,0
"محلل قناة ٢٤ سعودي الفضائية ا. يوسف علاونه في الحقيقة : جماعة الإخوان انضموا للمشروع الإيراني ,, LINK  #كورونا",1
الكويت تدعو مواطنيها إلى عدم السفر خوفاً كورونا LINK LINK,0
🔴 بلدية مسقط تغلق مواقف الواجهة البحرية بسور آل حديد منعاً للتجمعات وتنفيذاً لقرارات اللجنة العليا #فيروس_كورونا LINK,0
#الصين إما أنها لحسابات اقتصادية كبرى واستراتيجية مصيرية تخفي عدد ضحايا #كورونا الذي ظهر على أراضيها أو أن لديها اللقاح سواء من قبل الفيروس أو ما بعده وهي تخفيه عن عالم يعاني الأمرين وفي الحالتين ستكون في مأزق دولي كبير بعد هذا الوباء أما قصة سيطرتها عليه بما يشاع فلا يصدقه عاقل!,1
جلب الحبيب فك السحر وجميع الاعمال الروحانية الرياض مكة المدينة بريدة تبوك الدمام الاحساء القطيف ولي الدم والروح الطائف نجران مشاهير الشرقيه الجبيل ينبع كارونا السعودية عرعر كورونا الحب ساره الودعاني عيد الام المدينة كارونا السعودية الان جده الان دولار دينار يورو ذهب صباح الخير LINK,1
رأيت في المنام أن الاحزاب حوّلت لجانها الاقتصادية بكل ما تملك الى لجان اغاثة ودعم لجهود الحكومة لمواجهة كورونا والازمة الاقتصادية. صحوت فرحاً لكن المفسّر احبطني بالقول: إنها أضغاث أحلام.,0
RT @USER #منظمة_الصحة_العالمية: أوروبا أصبحت بؤرة وباء فيروس #كورونا. LINK #واس_عام,0
دعما منا ومسانده فى هذه الظروف العصيبه منتجات باقل الاسعار اشترى اونلاين كل ما تحتاجه انسخ الكود واحصل على الخصم مع اكبر المتاجر حفظ الله بلادنا وشفى جميع المرضى من مرض كورونا كوبون نون:Less17💨LUck41 Sprii:S12 اناس:Star5 نمشى:star8 سنتربوينت :CPC197 كل:hi30 السعوديه الامارات LINK,1
RT @USER الهند تعلن حظرا للتجول في أنحاء البلاد لمدة 14 ساعة لمواجهة انتشار وباء كورونا,0
استياء المقترضين الكويتيين من موقف البنوك الرافض لتأجيل سحب الأقساط الشهرية خلال أزمة #كورونا - سارعت الى تحصيل الأقساط اليوم لحظة ايداع رواتب المواطنين سعود المخلد: اللي مافيه خير حق شعبه وعملائه وقت الأزمات مافيه خير لبلده  #عيب_عليكم_يابنوك_الكويت_أستحوا LINK,1
سماحة المفتي العام للمملكة 🇸🇦 :  قرارات المملكة في مواجهة كورونا ، دفع الضرر ودرء المفاسد وتقليلها ، وجلب المصالح وغيرها من القواعد الحافظة للنفوس والأبدان  LINK LINK,0
RT @USER وجهان لعمله واحده #برهم_كورونا_امريكا LINK,1
RT @USER مقطع رائع يكشف كيف نجحت #الصين في السيطرة على فيروس #كورونا LINK,0
مذيع عراقي يطق راسه مو مصدق رقي الكويت ورعايتها بالمرضى ومستوى المحاجر العالية والاهتمام بالمواطنين الكويتين في ظل وباء كورونا LINK,1
RT @USER خذ بالاسباب وما حدا بموت ناقص يوم  #كورونا_الاردن,0
رئيس الوزراء الايطالي يدعوا بابا الفاتيكان للتدخل والصلاة من اجل إنقاذ ايطاليا من #فيروس_كورونا وزير الصحة العراقي (رئيس لجنة خلية ازمة #كورونا في العراق) يدعوا السيد مقتدى الصدر والتدخل لإنقاذ العراق. هكذا تُقدر جهود كُبراء الاوطان وحكمائهم في وقت لا يُقدر جهودهم الحاقدين LINK,1
الله يرزقني فلوس كثر ما سمعت كلمة كورونا هالفتره,0
@USER #مسابقة_عنايه_Vs_كورونا 🤍🤍🤍🤍🤍🤍 أعراض الإصابه بفايروس كرونا حفظنا الله وإياكم الرشح ألم الحلق السعال الحمى صعوبة التنفس @USER @USER @USER,1
كورونا,0
RT @USER @USER كيف تعرف بانك مصاب بفيروس #كورونا  تطبيق عملي #الجنسيه_التركيه #القصيم LINK,0
من جديد لدينا قطرة المحنة - علكة المحة بخاخ فيجا- جل ماكس مان أداة تكبير الذكر تطويل القضيب الناجحة غير مؤلم أكثر فعالية وخالي من اي اعراض جهاز تطويل و تضخيم القضيب بلاضافه للحبوب للطلب عبر رابط الواتس في اول تعليق التوصيل خلال24 ساعه #كورونا_في_الصوره LINK,1
RT @USER عاجل..محافظ اسكندرية يعلن إقالة كورونا وتعيين حلمي طولان مدير فني مؤقت,0
#عاجل ..  #وزارة_الصحة: تسجيل ١١٩ حالة جديدة بفيروس #كورونا ، وتسجيل الحالة الأولى بمنطقة #القصيم.  #الزم_بيتك LINK,0
RT @USER #فيروس_كورونا #الصحة #كوفيد_19 #يحدث_الآن يارب 🌿 LINK,0
ۆيـِـــَن ابن البعثي اليفزع النا .. لكم خلصت ڤيروسات كورونا.. الحشد طهروو الجامعات منها  الكورونا مهمشة 😂 #الحشد_يقتل_الڤايروسات,0
بس عطست مره وحده وهاتك نظرات طيب اصبروا مو كل شي كورونا لاتطردوني,0
#معا_لعراق_بلا_كورونا LINK,0
فيروس كورونا في الولايات المتحدة:  نيويورك: 12،260 واشنطن: 1،793 كاليفورنيا: 1،497 نيو جيرسي: 1،336 ميشيغان: 787 لويزيانا: 763 فلوريدا: 763 إلينوي: 753 تكساس: 614 جورجيا: 555 ماساتشوستس: 525 تينيسي: 372 بنسلفانيا: 371 كولورادو: 363 ويسكونسن: 281 أوهايو: 247,0
سماحة الشيخ أحمد الخليلي أوصى بعدم المصافحة بعد الصلوات وفي المناسبات الأخرى كالعادة #فيروس_كورونا LINK,0
د. عدنان محمد : روسيا استخدمت أردوغان كأداة وانتهت مهمته وسيخرج خاسراً . LINK #كورونا,1
السلطات العسكرية الأمريكية تعلن عزل أكثر من 300 جندي بعد عودتهم من أفغانستان، كجزء من الجهود الأمريكية لمنع تفشي فيروس كورونا (كوفيد-19).#قنا,0
RT @USER | العالم هذه اللحظة | لقطات الكاميرات الخارجية الموجودة في مختلف العالم .. ترصد لنا خلو المدن من البشر بسبب #كورونا .,0
#مسسسسابقه_عنايه_vs_كورونا وأكـبـر غنيمه c5OyG,1
#تعليق_الدراسه ﴿ رَبِّ اجْعَلْ هَٰذَا الْبَلَدَ آمِنًا ﴾  • اللهم ارفع عنا البلاء والوباء والمِحن • اللهم إنّا نعوذُ بك من البرص والجنونِ والجُذام وسيء الأسقام • اللهم احفظ بلادنا من كل مكروه • اللهم زد بيتك تشريفا وتعظيما ومهابة ورفعة ' #تعليق_الدراسه_بسبب #كورونا,0
RT @USER إسرائيل : ارتفاع عدد المصابين بفيروس كورونا الجديد إلى 164 حالة. . #فيروس_كورونا_الجديد #إسرائيل,0
RT @USER عاجل | رئيس الحكومة المغربية عبر تويتر: #المغرب يعلق جميع الرحلات من وإلى #إيطاليا بسبب فيروس #كورونا,0
هذا وكيل وزارة الصحة الكويتي الله وكيلكم ما يقدر يجيب سيرة مدن ايران الموبوءة ، وما تبون كورونا تتفشى ، الله يعين وبس  LINK,1
@USER ماما عوده👋🏻 للمعلومية في ٢٠١٥ تقريبا كان اول حالات كورونا في مستشفى الحرس الوطني وبفضل الله وثم جهود حكومتنا قضُي عليه تماما بكل هدوء وبدون ضجة إعلامية وبدون بلبلة فرجاء بدون تباهي مقيت لعل الله يرفع الغمة عن الأمه🤲🏻,0
في بيروت عائلات لبنانيه تشغل سماعات من على شرفات المنازل وتشغل تكبيرات .. هذا وقت اللجوء إلى الله سبحانه وتعالى لمواجهة فايروس #كورونا  #عاشق_الدمام LINK,0
بعيدا عن #كورونا صباح الورد 🌸🌸 LINK,0
| مؤامرة فايروس كورونا | هل فايروس كورونا هو حرب بيولوجية ؟ مَن يهاجم مَن ؟ هل يوجد علاج و أين هو ؟ ما هي حقيقة أن الفايروس من صنع البشر ؟ و ما تأثير هذه الأزمة على العالم ؟ 🎥 LINK,0
الله يرزقني حظ المعقمات قبل كورونا مسحوب عليها والحين مانحصلها,0
2️⃣ عند الإصابة بفيروس كورونا COVID-19  يعاني المريض من اربع أعراض أساسية : 1- حرارة مرتفعة جدا  بنسبة  88% . 2- سعال جاف       بنسبة 68% . 3- ضيق بالتنفس         19% . 4- وهن عام            15% .,0
فجائتني المعصومة فجائتي الامام علي فجائني الامام الرضا فجائتني فاطمة فجائني المجتبى وقال،، . . (قم ف إن الكورونا لا يصيب شيعتنا و محبي ال البيت) الناس:اللهم صل على محمد و ال محمد و عجل فرجه،،، الخ موهمد سلافت . . . -اعلاه👆☝️: سيناريو لخطبة بعض المعممين عند انتهاء أزمة كورونا-,0
RT @USER #فيديو 🎥 لماذا يُنصح بالابتعاد عن التجمعات؟ #كورونا #إمارة_مكة ⬇️ LINK,0
RT @USER مصر تفشخ كوكب الأرض حرفيا بفايروس كورونا ومع هذا فإن الحالات المسجلة في مصر في حدود 100 حالة فقط.,1
يارب بشرنا ..  #العفو_عن_السجناء_بسبب_كورونا,0
RT @USER #معا_لعراق_بلا_كورونا الجمهوريه الإسلاميه تطلب من العراق ان ترسل لها اي شخص مصاب بفيروس كورونا لاستطبابه عندهم ..,0
RT @USER في وسط تداعيات فايروس كورونا، موقع Egybest يخصص قسم للأفلام التي تتحدث عن نهاية العالم ! LINK,0
متتعدش و معدلات التلوث قلت و دلوقتي بقينا كلنا متساويين مفيش حد احسن من التاني و مفيش فلوس أو شهرة أو بلد بتميز حد عن التاني ، اتمنى لو ربنا عدى موضوع كورونا دا على خير مننساش الحاجات دي و تبقى درس اتعلمناه,0
RT @USER سابقة تاريخية منابر الجمعة خالية ومساجد بلا مصلين بسبب كورونا LINK,0
"#كورونا_مرض_استغفر_ولاتسخر وعزتي وجلالي لأغفرَّن لهم ما داموا يستغفروني ماذا بعد أن أقسم الله بنفسه؟ ""استغفرالله العظيم و أتوب إليه""",0
انفلونزا الطيور ؟ ما خلصنا من كورونا.. مافي بريك ؟ LINK,0
@USER لازم يركب اي موجة حتى لو كورونا مايگدر 😂,1
الشرطة الصينية تضرب التحية الرسمية للطواقم الطبية الصينية التي عادت من الأقاليم المصابة بالفايروس كورونا و بعد السيطرة عليه.❤ LINK,0
كورونا ....و....اليهود الصهاينة بدعوة من الصالحين الأتقياء الأبرياء الأنقياء استجيبت فتفشى فيروس كورونا بين الصهاينة المغتصبين؟؟ تساؤل برسم مفتي جهاد النكاح المقدس خنزير الاعلام العربي البغل ابن الحمار المسخ الممسوخ عاسر أبو هلاكة التفنيشي ابو علي فنيشة البغل حامل لواء جهاد,1
@USER يا رب ان ماكرون يصاب ب #كورونا,0
#قطر تستغل #وباء_كورونا للنيل من #مصر حد شاف فيكم حقارة اكتر من كدا مرتزقة #الكويت يستهدفون #مصر بتشوية صورة العمالة المصرية في #الكويت حد شاف فيكم ندالة اكتر من كده العالم كله يقف مع بعضه إلا هؤلاء يستغلون المرض من أجل مصالحهم #مصر بخير بفضل الله وربنا حافطها و #تحيا_مصر ✌️🇪🇬,1
🚨|| المتحدث باسم الخارجية الصينية يتهم الولايات المتحدة بأنها المتسبب في فايروس كورونا، ويقول: (قد يكون الجيش الأمريكي هو من ادخل فايروس كورونا الى مدينة ووهان الصينية، الولايات المتحدة مدينة لنا بالتفسير، وعليهم ان يكونوا شفافين في شأن تقارير انتشار الفايروس في امريكا) LINK,1
RT @USER #تويتر تتوقع خسائر في الربع الأول بسبب #كورونا LINK LINK,0
أصحاب العمل يستغلون أزمة #فيروس_كورونا لعدم صرف #رواتب العمالة لقاء مع المحامي | خالد عايد المطيري، ليطمئن جميع العاملين بالقطاع الأهلي والرد على استفساراتهم عبر الرابط 👇 LINK @USER #الكويت_تتصدى_لكورونا #الكويت_تستاهل #حظر_التجول LINK,0
#العفو_عن_السجناء_بسبب_كورونا ارجو المشاركه في الهشتاق بكل جديه,0
كاردي بي و هي بتقول كورونا فايرس محتاجين نحطها تون منبه كل يوم,0
كورونا : الصين تتهم امريكا بأنها وراء نشر الفيروس في الصين ، وفي الوقت نفسه يصرح مسؤلون اميركيون بأن الإصابات بكورونا في أميركا ممكن أن تصل لملايين ، وتصرح الحكومة الصينية أنها بدأت بالسيطرة على الفيروس !!؟؟ والأعجب من ذلك أن الحكومة الصينية ورجال أعمالها شرعوا بشراء أسهم .......,1
#مسسسسابقه_عنايه_vs_كورونا وحاولت في دمعتي fqfGx,1
#شاهد  فيديو يظهر محاولات الشرطة لمنع هروب المعتمرين الأتراك من أماكن عزلهم في انقره. #تركيا #كورونا #كوروناتركيا #coronavirus #COVID19 LINK,0
RT @USER كورونا فايروس نائم لعن الله من يقضها LINK,1
#كورونا_يقتلك_ااافصح_عن_سفرك اللهم ادخلنا الجنه من غير حساب ولا سابق عذاب ZNi,0
#فيروس ارعب كل شعوب الارض فكيف الحال . {إِذَا رُجَّتِ الْأَرْضُ رَجًّا (4) وَبُسَّتِ الْجِبَالُ بَسًّا (5) فَكَانَتْ هَبَاءً مُنْبَثًّا.. . اللهم ارحمنا يا ارحم الراحمين #كورونا,0
ارحموا من في الارض يرحمكم من في السماء والله احنا الجامعه الوحيده اللي ماتتعلق رغم الظروف اللي تمر فيها والمحيطة بها امطار-غبار-مياة تتسرب في قاعة الدراسه من الأمطار-عواصف اللحين كورونا وباقي قاسيه قلوبكم ع طلاب جامعه الامام عبدالرحمن حسوا فينا #تعليق_جامعات_الشرقيه_مطلب,0
"يناير    ""الحرب العالمية الثالثة. فبراير.  "" الحوت الازرق "" مارس.  "" فيروس كورونا "" أبريل.   ؟؟؟؟؟؟؟؟؟",0
بعد قرار #تعليق_الدراسة احترازياً لمواجهة فيروس #كورونا في السعودية #جامعة_الملك_فيصل 💠 الان ماهو الاقتراح الأنسب برأيك حول آلية #الاختبارات الطلاب و الطالبات ؟ 1- الغاء الاختبارات واعتماد درجات الأعمال الفصلية من مناقشات وواجبات بالموقع= رتويت 2- تأخير موعد الاختبارات= تفضيل,0
🇸🇦 كلنا مسؤول | توعية 🌟  ✔️ البقاء في المنزل واجب شرعي ووطني 🔸 راجين من الله الصحة والسلامة للجميع. #وزارة_التعليم #تعليم_نجران #كورونا LINK,0
ذاكر.. بعد ماتش صن داونز روح للدكتور.. بعد ماتش صن داونز خد الزباله وأنت نازل.. بعد ماتش صن داونز أنت مبتسألش ليه.. بعد ماتش صن داونز مش هتيجى تتقدملى؟.. بعد ماتش صن داونز كورونا دخل مصر .. نتصرف بعد ماتش صن داونز عندنا حجز كوره .. بعد ماتش صن داونز,0
@USER كورونا,0
سعد الفقيه.. ومحمد المسعري ويحي عسيري متورطين في لندن… والمصري الي عند سعد الفقيه.. متورط معهم…عاوز (يمشي)😜 #كورونا LINK,1
"🚨 عاجل | اصابة لاعب يوفنتوس "" باولو ديبالا "" بفايروس كورونا وهو ثالث لاعب في الدوري الإيطالي حتى الآن 😷 . LINK",0
#فيروس_كورونا LINK,0
#عاجل #البلديات: إيقاف تقديم الشيشة والمعسل في المقاهي والمطاعم مؤقتاً بجميع أمانات وبلديات المملكة كإجراء إحترازي .. حفاظاً على صحة المواطنين والمقيمين من فيروس #كورونا. LINK,0
#عاجل #البلديات: توجّه بإغلاق أماكن الألعاب والأنشطة الترفيهية في المجمّعات التجارية .. ضمن التدابير الاحترازية للسيطرة على #فيروس_كورونا الجديد. LINK,0
لمنع العدوى والحد من #كورونا.. وكيل #وزارة_الصحة بـ#الشرقية يقرر إلغاء جميع الزيارات الخاصة بالمرضى بكافة مستشفيات المحافظة، ضمن الإجراءات الاحترازية لمواجهة الفيروس LINK,0
عاجل.. الصحة : نرحب بجميع المبادرات التطوعية للمساهمة في مكافحة فيروس كورونا. . #الصحة #كورونا #السعودية . LINK,0
في الوقت الذي تسعى فيه وزارة الصحة @USER لاتخاذ الإجراءات المناسبة في هذه الفترة العصيبة والحرص على صحة المواطنين والمقيمين والعمل بأقصى جهد ممكن للحد من انتشار #كورونا يأتي من ينشر التخلف واستغلال المواقف ليُظهر لنا هذا المقطع السخيف !!! #كورون LINK,0
وزيرة صحة السيسي الجاهله راحت للضين عشان السياحة الصينية و جهاز #كورونا_الجديد الي هي احضرته انا اشتريته ٢٠ جنيه من سنتين يعني اخدت طيارة و وفد و صرفت الاف الدولارات على الف جهاز ثمنهم ٢٠٠٠ دولار دولة العسكر بجيشها و شرطتها و قضائها لا تملك فكر رجل شارع #السيسي_يمثلك_ايه بلياتشو LINK,1
بالفيديو &gt; مشاهد من داخل المستشفيات في #إيران تظهر أعداد الوفيات والمصابين بـ #فيروس_كورونا  لماذا تخفي الجمهورية الإسلامية الأعداد الحقيقية للمصابين ؟  وهل فعلاً ما خفيَ أعظم ؟ #تقارير_سرمد شاهد المزيد: LINK LINK,1
RT @USER #تسديد_قروض_بنكية سداد_الاهلي21.5راتب اقل الاسعار معامله شرعيه بالأسهم #فيروس_كورونا LINK,0
"أعلنت الباحثة السعودية نهلة إسحاق، المتخصصة في مجال تقنية النانو في الطب والمتواجدة ضمن الفريق الدولي لتطوير لقاح فيروس ""كورونا"" المستجد، أنه تم تطوير لقاح فعال ضد الفيروس وإرساله إلى منظمة الصحة العالمية، وقد تم إنجاز هذا اللقاح خلال 42 يوماً فقط LINK",0
#كورونا #الكويت ان صحت الأخبارالمتداولة بالانصياع للضغوط سواءخروج القادمين من دولة ايران او القادمين من جمهورية مصر بلاحجراوعزل الإستقالةليست كافيةيجب تقديمكم للمحاكمةللعبث بالأمن القومي وزيرالصحة د.باسل الصباح وكيل وزارة الصحة د.مصطفى رضا وكيل وزارة الصحة العامة د.بثينة المضف LINK,1
@USER @USER كورونا 😹😹😹,0
بعد تدهور الاقتصاد السعودي خلال السنتين الأخيرتين الضربة التي قد يتعرض لها الاقتصاد بسبب قيودالسفر #كورونا_السعوديه،إلى جانب التهديدالمستمر لتخفيضات إنتاج النفط #البطالة #السياحة_في_السعودية هل يكون فيروس #كورونا تهديدا جديدا لاقتصاد #السعودية و اين مكمن الخطر؟,0
اللهم اني استودعتك بلادي وأهلها كبارها وصغارها رجالها ونسائها شبابها وبناتها أرضها وسماءها فأحفظها ربي من اﻷمراض واﻷوبئة وأرفع البلاء يارب ادفع عنا فايروس كورونا بحولك وقوتك فإنه لاحول لنا ولاقوة إلا بك.,0
RT @USER كم اتمنى أن يختفي كورونا لأرجع لك يا النرويج ❤️ الصراحة اشتفت LINK,0
RT @USER عاجل قيادة عمليات سامراء توجه منتسبيها من الحشد و الشرطة و الجيش بعدم الالتحاق الى وحداتهم بسبب فيروس كورونا.,0
⭕️للمساعدة القضائية⭕️ #لائحة_دعوى #استئناف #اعتراض #التماس #احوال_شخصية #عمالية #حقوقية #تنفيذية #جزائية #وزارة_العدل #ديوان_المظام 💎نجاحاتنا كثيرة بفضل الله💎👍🏻 #واتساب 0501956552 . . #السعودية #عاجل #كورونا #الرياض #الباحه_الان #مكه_الان #المدينة #جدة #القصيم #ينبع #الدمام LINK,1
RT @USER ان ما متنا من #كورونا بنموت بالجلطة LINK,0
RT @USER تسجيل ٦ حالات إصابة بفيروس كورونا في #الطائف . #حظر_كامل LINK,0
RT @USER لم نعتاد على رؤية #الحرم_المكي بهذي الصوره اطلاقاً : اللهم الطف بنا من فايروس #كورونا LINK,0
"مؤتمر صحفى لرئيس الوزراء بعد قليل للإعلان عن إجراءات جديدة للتعامل مع انتشار ""كورونا"" - LINK  يعقد رئيس مجلس الوزراء مصطفى مدبولى مؤتمرا صحفيا بعد قليل للإعلان عن إجراءات جديدة للتعامل مع انتشار فيروس كورونا. وقبل قليل أعلن الرئيس عبد الفتاح السيسى أنه ... LINK",0
أصاب العالم: •فيروس سارس عام 2002 •ثم فيروس الخنازير عام 2009 وحصد كثيراً من الأرواح😳  ◀️ لكن لم تكن الهواتف الذكية منتشرة ووسائل التواصل📡 فلما ضربت الناس #كورونا نجح الإعلام وشبكات التواصل بتخويف العالم وإصابتهم بالهلع😱 فاتخذت الدول تدابير احترازية ليس لها مثيل! #حقيقة LINK,0
على اثر صدور قرار الوقف الصحي. أعلنت وزارة الصحة فتح حساب مصرفي خاص لمن أراد المساهمة في جهود مكافحة تفشي فيروس كرونا #كوفيد_19 COVID19. اذ يمكن ذلك على الحساب التالي: 0423057947840019 بنك مسقط وزارة الصحه ( كورونا ) #عمان_تواجه_كورونا LINK,0
إلَى الشَّبَاب..الدّينُ الأخلَاق..وَتَحرِيرُ العُقُول كورونا (كوفيد-19)..بَلَاءٌ وَابتِلَاء..وَكَشْفٌ لِلقِنَاع اتّبِعُوا الإرشَادَات الصّحّيّة ترامب(حَاكِمُ أمريكا) أعقَلُ وأفقَهُ مِن المُتَخَلِّفِينَ!! #الصرخي_يغرد_ولايةالفقيه_ولايةالطاغوت #ولايه_الطاغوت_مخدرات_انح,1
📌ماذا لو لم توقف #السعودية (العمرة) لحماية المسلمين في كل العالم .. حتما سيدعي النظام التركي أن كل المصابين بـ #كورونا في #تركيا ( معتمرين ). حتى في(الوباء) الأحقاد العثمانية تظهر بغباء LINK,1
وصول طائرة شحن مصرية ,0
RT @USER كوورنا يغير جلده ويتطور إلى فيروسين #فيروس_كورونا LINK,0
#عاجل_السعودية #خادم_الحرمين_الشريفين يصدر أمره بمنع التجول للحد من انتشار #فيروس_كورونا الجديد ابتداءً من الساعة الـ 7 مساءً وحتى الساعة الـ 6 صباحًا لمدة ( 21 ) يومًا من مساء يوم الأثنين 28 رجب 1441هـ، الموافق 23 مارس 2020م. LINK,0
@USER كورونا,0
RT @USER #كلنا_مسؤول البقاء في المنزل سلاحنا الأقوى بإذن الله لمواجهة #فايروس_كورونا LINK,0
اللَّهم اصرف عنا الوباء والبلاء عن بلدنا هذا خاصه وعن سائر بلاد المسلمين اللهم إنِّا نعوذُ بِكَ من البرصِ والجنونِ والجذامِ ومن سيِّئِ الأسقامِ اللهم إنا نعوﺫ ﺑﻚ ﻣﻦ ﺯﻭﺍﻝ ﻧﻌﻤﺘﻚ، ﻭﺗﺤﻮﻝ ﻋﺎﻓﻴﺘﻚ، ﻭﻓﺠﺎﺀﺓ ﻧﻘﻤﺘﻚ، ﻭﺟﻤﻴﻊ ﺳﺨﻄﻚ #كورونا_الجديد,0
في روايته “The eyes of darkness” الصادرة عام1981 تنبأ الكاتب الاميركي Dean Koontz بخروج فيروس قاتل في عام 2020 من مختبر بيولوجي يبعد 30 كيلو عن سوق الحيوانات الشعبي في مدينة ووهان الصينية.  كورونا ظهر في 2020 من مدينة ووهان الصينية. أقروا سطور تنبأه ادناه . LINK,1
RT @USER #فيروس_كورونا دخلهم في #الشبك,0
RT @USER فيروس كورونا منتشر بقوه ماله نيه يوقف ، وانتو باقي ما اتخذتوا قرار صارم ☹️  #علقوا_الدراسه_ولابنعلقها #kfupm,0
"ما نشر عن فعالية عقار الملاريا القديم chloroquine في علاج #فيروس_كورونا كانت ""رسالة لمحرر"" نشرت بمجلة طبية مغمورة الكاتب أوعز مصدر حديثه إلى تدوين كلام لفظي أدلي به عن فعالية سريرية لدراسات مسجلة هي في طور الإجراء في الصين ! LINK",0
"كورونا، كان اسماً لأول شيكولاتة عرفها الشرق الأوسط حين صنعوها في مصر قبل 100 عام.. صنعها يوناني، أسس في 1919 شركة سماها ""رويال لإنتاج الشيكولاتة"" بمدينة الإسماعيلية، LINK",0
#هل_مرات_الوضوء_تقي_من_كورونا الوضوء مو مرتبط بالمرض الوضوء فريضه اساسيه للصلاه واللي يتوضأ عشان يحمي نفسه مو قصده الشعيره فعزائي له ..,0
فاطمة الأنصاري، ممرضة من #أبطال_الصحة، تفحص الركاب القادمين في مطار الملك خالد الدولي.. لمحة من عملها في منع انتشار فيروس #كورونا الجديد إلى المملكة. #التواصل_الحكومي LINK,0
عاجل محافظة النجف / الكوفة وبدأت الناس تتساقط والاسبوع القادم يكون الانتشار أكثر هذا ليس تخويفاً لكنها الحقيقة المرة المصاب المتجول في الشارع ينقل الفايروس للجميع التزموا بيوتكم وحافظوا على طرق للوقاية لو سمحتم الكوفة قبل قليل #كورونا LINK,0
RT @USER #الخفجي #متطوع_صحي_مستعد #مبادرات #السعودية_كورونا  #شركة_مرزرق_البلوي_العقارية LINK,0
رئيس مركز التواصل الحكومي يبحث مع رئيس اتحاد نقابات القطاع الحكومي توحيد الجهود لمواجهة (كورونا)  LINK #الكويت #كونا (ح.ط) LINK,0
أجمَل عبآرتَين ؛  • مآ أحزَن الله عَبداً إلآ لـ يُسعده ، • و مآ ابتَلى الله عَبداً إلآ لأنّه يحبه  #استغفروا_لترحموا #عايشه_وفي_قلوبنا_عايشه #سنتين_وين_شمر_عن_رافع #بتكاتفنا_نحد_من_انتشار_كورونا,0
RT @USER الحمد لله🙏🙏 الاطباء والتمريض المخالطين لحالة بولاق الدكرور اللي اتحلل لهم طلعوا مش مصابين #كورونا,0
بثينة المضف: لم يكن هناك أي خطأ من #وزارة_الصحة بشأن الحجر المنزلي.. وسنستمر بتطبيقه  -سيتم فحص القادمين من #إيطاليا وأخذ العينات الخاصة منهم..ومن ثم مراقبتهم في الحجر المنزلي  #وزاره_الصحه #بثينه_المضف #الكويت_كورونا  LINK LINK,0
أحصت إيطاليا 475 حالة وفاة جديدة خلال 24 ساعة، لتسجل بذلك ارتفاعا قياسيا في عدد الوفيات بهذا البلد منذ بدء تفشي وباء كورونا. حيث بلغ مجموع الضحايا 2978 حالة وفاة من أجل سلامة الجميع #اقعد_في_بيتك #عمان_تواجه_كورونا LINK,0
وين اللي بوزعو خبز ومدري ايش انا سكان الجندويل مامرت سيارة القمامة حتى ارجوكم اللي عندو ارقام يشاركني ياهم ناقصه الواحد يروح يشتري خيز ينمسك مثل القط #كورونا_الاردن #الأردن,0
رأي شخصي٠ #كورونا في حال استمر الوضع على هذا المنوال فأن كثير من الدول لن تكون قادرة على وقف انتشار الوباء مما سؤدي الى عجز الاقتصاد  حدوث المجاعات على مستوى العالم وهذا سينتج عنه . انعزال سياسي مساعدات محدودة للقضاء على وباء دول الفقيره ستعاني بشده وحدها,0
حصنوا انفسكم واطفالكم من #فيروس_كورونا قراءة سورة الحمد ٧ مرات وآية الكرسي ٧ مرات صباحا ومساء بوضع اليد اليمنى على الصدر من ارشادات المرجع الديني آية الله الشيخ وحيد الخرساني . LINK,0
